"id";"team_fifa_api_id";"team_api_id";"date";"buildUpPlaySpeed";"buildUpPlaySpeedClass";"buildUpPlayDribbling";"buildUpPlayDribblingClass";"buildUpPlayPassing";"buildUpPlayPassingClass";"buildUpPlayPositioningClass";"chanceCreationPassing";"chanceCreationPassingClass";"chanceCreationCrossing";"chanceCreationCrossingClass";"chanceCreationShooting";"chanceCreationShootingClass";"chanceCreationPositioningClass";"defencePressure";"defencePressureClass";"defenceAggression";"defenceAggressionClass";"defenceTeamWidth";"defenceTeamWidthClass";"defenceDefenderLineClass"
789.0;573.0;9864.0;"2010-02-22 00:00:00";60.0;"Balanced";49.0;"Little";55.0;"Mixed";"Organised";40.0;"Normal";45.0;"Normal";70.0;"Lots";"Organised";45.0;"Medium";65.0;"Press";45.0;"Normal";"Cover"
790.0;573.0;9864.0;"2011-02-22 00:00:00";58.0;"Balanced";49.0;"Little";54.0;"Mixed";"Organised";54.0;"Normal";55.0;"Normal";61.0;"Normal";"Organised";45.0;"Medium";47.0;"Press";54.0;"Normal";"Cover"
791.0;573.0;9864.0;"2012-02-22 00:00:00";41.0;"Balanced";49.0;"Little";36.0;"Mixed";"Organised";72.0;"Risky";69.0;"Lots";50.0;"Normal";"Organised";64.0;"Medium";58.0;"Press";42.0;"Normal";"Cover"
792.0;573.0;9864.0;"2013-09-20 00:00:00";45.0;"Balanced";49.0;"Little";36.0;"Mixed";"Organised";72.0;"Risky";69.0;"Lots";50.0;"Normal";"Organised";64.0;"Medium";58.0;"Press";42.0;"Normal";"Cover"
793.0;573.0;9864.0;"2014-09-19 00:00:00";45.0;"Balanced";42.0;"Normal";36.0;"Mixed";"Organised";69.0;"Risky";69.0;"Lots";50.0;"Normal";"Organised";64.0;"Medium";58.0;"Press";42.0;"Normal";"Cover"
795.0;453.0;8661.0;"2010-02-22 00:00:00";40.0;"Balanced";49.0;"Little";40.0;"Mixed";"Organised";50.0;"Normal";40.0;"Normal";50.0;"Normal";"Free Form";45.0;"Medium";40.0;"Press";45.0;"Normal";"Offside Trap"
796.0;453.0;8661.0;"2011-02-22 00:00:00";53.0;"Balanced";49.0;"Little";52.0;"Mixed";"Organised";55.0;"Normal";52.0;"Normal";53.0;"Normal";"Free Form";47.0;"Medium";48.0;"Press";55.0;"Normal";"Cover"
797.0;453.0;8661.0;"2012-02-22 00:00:00";58.0;"Balanced";49.0;"Little";57.0;"Mixed";"Organised";53.0;"Normal";57.0;"Normal";53.0;"Normal";"Organised";59.0;"Medium";41.0;"Press";56.0;"Normal";"Cover"
798.0;453.0;8661.0;"2013-09-20 00:00:00";62.0;"Balanced";49.0;"Little";57.0;"Mixed";"Organised";53.0;"Normal";57.0;"Normal";53.0;"Normal";"Organised";59.0;"Medium";41.0;"Press";56.0;"Normal";"Cover"
799.0;453.0;8661.0;"2014-09-19 00:00:00";62.0;"Balanced";53.0;"Normal";57.0;"Mixed";"Organised";53.0;"Normal";57.0;"Normal";53.0;"Normal";"Organised";59.0;"Medium";41.0;"Press";56.0;"Normal";"Cover"
801.0;10.0;8456.0;"2010-02-22 00:00:00";70.0;"Fast";49.0;"Little";60.0;"Mixed";"Organised";55.0;"Normal";70.0;"Lots";70.0;"Lots";"Organised";45.0;"Medium";55.0;"Press";45.0;"Normal";"Cover"
802.0;10.0;8456.0;"2011-02-22 00:00:00";70.0;"Fast";49.0;"Little";60.0;"Mixed";"Organised";70.0;"Risky";65.0;"Normal";75.0;"Lots";"Free Form";65.0;"Medium";65.0;"Press";50.0;"Normal";"Cover"
803.0;10.0;8456.0;"2012-02-22 00:00:00";45.0;"Balanced";49.0;"Little";55.0;"Mixed";"Organised";40.0;"Normal";38.0;"Normal";48.0;"Normal";"Free Form";50.0;"Medium";60.0;"Press";54.0;"Normal";"Cover"
804.0;10.0;8456.0;"2013-09-20 00:00:00";36.0;"Balanced";49.0;"Little";34.0;"Mixed";"Organised";39.0;"Normal";44.0;"Normal";38.0;"Normal";"Free Form";42.0;"Medium";44.0;"Press";54.0;"Normal";"Cover"
805.0;10.0;8456.0;"2014-09-19 00:00:00";59.0;"Balanced";35.0;"Normal";29.0;"Short";"Organised";32.0;"Safe";49.0;"Normal";62.0;"Normal";"Organised";42.0;"Medium";44.0;"Press";54.0;"Normal";"Cover"
807.0;11.0;10260.0;"2010-02-22 00:00:00";70.0;"Fast";49.0;"Little";45.0;"Mixed";"Organised";45.0;"Normal";70.0;"Lots";65.0;"Normal";"Free Form";40.0;"Medium";50.0;"Press";40.0;"Normal";"Cover"
808.0;11.0;10260.0;"2011-02-22 00:00:00";65.0;"Balanced";49.0;"Little";40.0;"Mixed";"Organised";65.0;"Normal";65.0;"Normal";70.0;"Lots";"Free Form";45.0;"Medium";45.0;"Press";65.0;"Normal";"Cover"
809.0;11.0;10260.0;"2012-02-22 00:00:00";46.0;"Balanced";49.0;"Little";54.0;"Mixed";"Organised";46.0;"Normal";60.0;"Normal";55.0;"Normal";"Organised";40.0;"Medium";50.0;"Press";56.0;"Normal";"Cover"
810.0;11.0;10260.0;"2013-09-20 00:00:00";46.0;"Balanced";49.0;"Little";38.0;"Mixed";"Organised";46.0;"Normal";68.0;"Lots";37.0;"Normal";"Organised";49.0;"Medium";49.0;"Press";56.0;"Normal";"Cover"
811.0;11.0;10260.0;"2014-09-19 00:00:00";46.0;"Balanced";34.0;"Normal";54.0;"Mixed";"Organised";49.0;"Normal";72.0;"Lots";56.0;"Normal";"Organised";42.0;"Medium";41.0;"Press";56.0;"Normal";"Cover"
813.0;1893.0;10212.0;"2010-02-22 00:00:00";30.0;"Slow";49.0;"Little";30.0;"Short";"Organised";55.0;"Normal";50.0;"Normal";65.0;"Normal";"Organised";30.0;"Deep";30.0;"Contain";30.0;"Narrow";"Offside Trap"
814.0;1893.0;10212.0;"2011-02-22 00:00:00";30.0;"Slow";49.0;"Little";30.0;"Short";"Organised";55.0;"Normal";60.0;"Normal";50.0;"Normal";"Organised";49.0;"Medium";45.0;"Press";50.0;"Normal";"Offside Trap"
815.0;1893.0;10212.0;"2012-02-22 00:00:00";38.0;"Balanced";49.0;"Little";44.0;"Mixed";"Organised";54.0;"Normal";76.0;"Lots";55.0;"Normal";"Organised";38.0;"Medium";49.0;"Press";46.0;"Normal";"Cover"
816.0;1893.0;10212.0;"2013-09-20 00:00:00";38.0;"Balanced";49.0;"Little";44.0;"Mixed";"Organised";54.0;"Normal";76.0;"Lots";55.0;"Normal";"Organised";38.0;"Medium";49.0;"Press";46.0;"Normal";"Cover"
817.0;1893.0;10212.0;"2014-09-19 00:00:00";67.0;"Fast";49.0;"Normal";66.0;"Mixed";"Free Form";67.0;"Risky";64.0;"Normal";55.0;"Normal";"Organised";37.0;"Medium";45.0;"Press";44.0;"Normal";"Cover"
819.0;219.0;8592.0;"2010-02-22 00:00:00";55.0;"Balanced";49.0;"Little";45.0;"Mixed";"Organised";70.0;"Risky";65.0;"Normal";70.0;"Lots";"Free Form";65.0;"Medium";70.0;"Double";65.0;"Normal";"Offside Trap"
820.0;219.0;8592.0;"2011-02-22 00:00:00";65.0;"Balanced";49.0;"Little";35.0;"Mixed";"Organised";65.0;"Normal";65.0;"Normal";80.0;"Lots";"Free Form";55.0;"Medium";55.0;"Press";65.0;"Normal";"Cover"
821.0;219.0;8592.0;"2012-02-22 00:00:00";48.0;"Balanced";49.0;"Little";50.0;"Mixed";"Organised";49.0;"Normal";51.0;"Normal";48.0;"Normal";"Organised";44.0;"Medium";48.0;"Press";51.0;"Normal";"Cover"
822.0;219.0;8592.0;"2013-09-20 00:00:00";48.0;"Balanced";49.0;"Little";50.0;"Mixed";"Organised";49.0;"Normal";77.0;"Lots";64.0;"Normal";"Organised";44.0;"Medium";48.0;"Press";54.0;"Normal";"Cover"
823.0;219.0;8592.0;"2014-09-19 00:00:00";51.0;"Balanced";62.0;"Normal";50.0;"Mixed";"Organised";49.0;"Normal";69.0;"Lots";68.0;"Lots";"Organised";48.0;"Medium";48.0;"Press";60.0;"Normal";"Cover"
825.0;68.0;8550.0;"2010-02-22 00:00:00";50.0;"Balanced";49.0;"Little";30.0;"Short";"Organised";50.0;"Normal";60.0;"Normal";65.0;"Normal";"Organised";30.0;"Deep";50.0;"Press";30.0;"Narrow";"Offside Trap"
826.0;68.0;8550.0;"2011-02-22 00:00:00";65.0;"Balanced";49.0;"Little";65.0;"Mixed";"Organised";35.0;"Normal";65.0;"Normal";50.0;"Normal";"Organised";35.0;"Medium";35.0;"Press";65.0;"Normal";"Cover"
827.0;68.0;8550.0;"2012-02-22 00:00:00";50.0;"Balanced";49.0;"Little";49.0;"Mixed";"Organised";49.0;"Normal";54.0;"Normal";53.0;"Normal";"Organised";46.0;"Medium";47.0;"Press";50.0;"Normal";"Cover"
828.0;68.0;8550.0;"2014-09-19 00:00:00";55.0;"Balanced";42.0;"Normal";49.0;"Mixed";"Organised";49.0;"Normal";54.0;"Normal";53.0;"Normal";"Organised";46.0;"Medium";54.0;"Press";50.0;"Normal";"Cover"
830.0;12.0;8549.0;"2010-02-22 00:00:00";70.0;"Fast";49.0;"Little";70.0;"Long";"Organised";70.0;"Risky";70.0;"Lots";50.0;"Normal";"Organised";30.0;"Deep";70.0;"Double";30.0;"Narrow";"Cover"
831.0;12.0;8549.0;"2011-02-22 00:00:00";66.0;"Balanced";49.0;"Little";51.0;"Mixed";"Organised";64.0;"Normal";64.0;"Normal";48.0;"Normal";"Organised";54.0;"Medium";44.0;"Press";49.0;"Normal";"Cover"
832.0;12.0;8549.0;"2012-02-22 00:00:00";60.0;"Balanced";49.0;"Little";72.0;"Long";"Organised";40.0;"Normal";56.0;"Normal";72.0;"Lots";"Organised";38.0;"Medium";42.0;"Press";42.0;"Normal";"Cover"
833.0;12.0;8549.0;"2013-09-20 00:00:00";60.0;"Balanced";49.0;"Little";40.0;"Mixed";"Organised";40.0;"Normal";56.0;"Normal";57.0;"Normal";"Organised";38.0;"Medium";42.0;"Press";52.0;"Normal";"Cover"
834.0;12.0;8549.0;"2014-09-19 00:00:00";60.0;"Balanced";28.0;"Little";56.0;"Mixed";"Organised";49.0;"Normal";56.0;"Normal";72.0;"Lots";"Organised";38.0;"Medium";42.0;"Press";42.0;"Normal";"Cover"
836.0;69.0;9829.0;"2010-02-22 00:00:00";35.0;"Balanced";49.0;"Little";55.0;"Mixed";"Organised";65.0;"Normal";55.0;"Normal";45.0;"Normal";"Organised";70.0;"High";65.0;"Press";70.0;"Wide";"Cover"
837.0;69.0;9829.0;"2011-02-22 00:00:00";65.0;"Balanced";49.0;"Little";50.0;"Mixed";"Organised";65.0;"Normal";35.0;"Normal";50.0;"Normal";"Organised";35.0;"Medium";55.0;"Press";50.0;"Normal";"Cover"
838.0;69.0;9829.0;"2012-02-22 00:00:00";52.0;"Balanced";49.0;"Little";48.0;"Mixed";"Organised";37.0;"Normal";37.0;"Normal";37.0;"Normal";"Organised";35.0;"Medium";34.0;"Press";51.0;"Normal";"Cover"
839.0;69.0;9829.0;"2013-09-20 00:00:00";52.0;"Balanced";49.0;"Little";48.0;"Mixed";"Organised";37.0;"Normal";37.0;"Normal";37.0;"Normal";"Organised";35.0;"Medium";34.0;"Press";51.0;"Normal";"Cover"
840.0;69.0;9829.0;"2014-09-19 00:00:00";52.0;"Balanced";68.0;"Lots";48.0;"Mixed";"Organised";37.0;"Normal";37.0;"Normal";37.0;"Normal";"Organised";35.0;"Medium";34.0;"Press";51.0;"Normal";"Cover"
842.0;1747.0;9998.0;"2012-02-22 00:00:00";50.0;"Balanced";49.0;"Little";50.0;"Mixed";"Organised";55.0;"Normal";48.0;"Normal";46.0;"Normal";"Organised";46.0;"Medium";45.0;"Press";47.0;"Normal";"Cover"
843.0;1747.0;9998.0;"2013-09-20 00:00:00";50.0;"Balanced";49.0;"Little";50.0;"Mixed";"Organised";55.0;"Normal";67.0;"Lots";46.0;"Normal";"Organised";46.0;"Medium";45.0;"Press";47.0;"Normal";"Cover"
844.0;1747.0;9998.0;"2014-09-19 00:00:00";55.0;"Balanced";50.0;"Normal";55.0;"Mixed";"Organised";55.0;"Normal";67.0;"Lots";46.0;"Normal";"Organised";46.0;"Medium";45.0;"Press";47.0;"Normal";"Cover"
845.0;70.0;10249.0;"2010-02-22 00:00:00";35.0;"Balanced";49.0;"Little";35.0;"Mixed";"Organised";55.0;"Normal";35.0;"Normal";70.0;"Lots";"Organised";70.0;"High";70.0;"Double";70.0;"Wide";"Offside Trap"
846.0;70.0;10249.0;"2011-02-22 00:00:00";50.0;"Balanced";49.0;"Little";50.0;"Mixed";"Organised";35.0;"Normal";50.0;"Normal";50.0;"Normal";"Organised";35.0;"Medium";55.0;"Press";65.0;"Normal";"Cover"
847.0;70.0;10249.0;"2012-02-22 00:00:00";52.0;"Balanced";49.0;"Little";47.0;"Mixed";"Organised";48.0;"Normal";49.0;"Normal";52.0;"Normal";"Organised";34.0;"Medium";43.0;"Press";37.0;"Normal";"Cover"
848.0;70.0;10249.0;"2013-09-20 00:00:00";52.0;"Balanced";49.0;"Little";47.0;"Mixed";"Organised";48.0;"Normal";49.0;"Normal";52.0;"Normal";"Organised";34.0;"Medium";43.0;"Press";37.0;"Normal";"Cover"
849.0;70.0;10249.0;"2014-09-19 00:00:00";52.0;"Balanced";58.0;"Normal";47.0;"Mixed";"Organised";48.0;"Normal";49.0;"Normal";52.0;"Normal";"Organised";53.0;"Medium";56.0;"Press";48.0;"Normal";"Cover"
851.0;1900.0;8348.0;"2013-09-20 00:00:00";38.0;"Balanced";49.0;"Little";43.0;"Mixed";"Organised";51.0;"Normal";54.0;"Normal";39.0;"Normal";"Organised";44.0;"Medium";46.0;"Press";48.0;"Normal";"Cover"
853.0;83.0;9927.0;"2010-02-22 00:00:00";70.0;"Fast";49.0;"Little";70.0;"Long";"Organised";70.0;"Risky";70.0;"Lots";65.0;"Normal";"Organised";60.0;"Medium";70.0;"Double";70.0;"Wide";"Cover"
854.0;83.0;9927.0;"2011-02-22 00:00:00";48.0;"Balanced";49.0;"Little";49.0;"Mixed";"Organised";52.0;"Normal";52.0;"Normal";48.0;"Normal";"Organised";47.0;"Medium";46.0;"Press";48.0;"Normal";"Cover"
855.0;83.0;9927.0;"2012-02-22 00:00:00";70.0;"Fast";49.0;"Little";55.0;"Mixed";"Organised";40.0;"Normal";46.0;"Normal";60.0;"Normal";"Organised";38.0;"Medium";42.0;"Press";62.0;"Normal";"Cover"
856.0;83.0;9927.0;"2013-09-20 00:00:00";67.0;"Fast";49.0;"Little";54.0;"Mixed";"Organised";49.0;"Normal";47.0;"Normal";58.0;"Normal";"Organised";39.0;"Medium";43.0;"Press";64.0;"Normal";"Cover"
857.0;83.0;9927.0;"2014-09-19 00:00:00";70.0;"Fast";47.0;"Normal";55.0;"Mixed";"Organised";42.0;"Normal";47.0;"Normal";60.0;"Normal";"Organised";41.0;"Medium";43.0;"Press";62.0;"Normal";"Cover"
862.0;1904.0;9761.0;"2010-02-22 00:00:00";30.0;"Slow";49.0;"Little";35.0;"Mixed";"Organised";35.0;"Normal";40.0;"Normal";60.0;"Normal";"Organised";30.0;"Deep";30.0;"Contain";30.0;"Narrow";"Cover"
863.0;1904.0;9761.0;"2011-02-22 00:00:00";33.0;"Slow";49.0;"Little";44.0;"Mixed";"Free Form";35.0;"Normal";40.0;"Normal";60.0;"Normal";"Organised";42.0;"Medium";47.0;"Press";54.0;"Normal";"Cover"
864.0;1904.0;9761.0;"2012-02-22 00:00:00";40.0;"Balanced";49.0;"Little";48.0;"Mixed";"Organised";48.0;"Normal";47.0;"Normal";42.0;"Normal";"Organised";43.0;"Medium";48.0;"Press";50.0;"Normal";"Cover"
865.0;1904.0;9761.0;"2013-09-20 00:00:00";58.0;"Balanced";49.0;"Little";53.0;"Mixed";"Organised";48.0;"Normal";47.0;"Normal";46.0;"Normal";"Organised";43.0;"Medium";48.0;"Press";50.0;"Normal";"Cover"
866.0;1904.0;9761.0;"2014-09-19 00:00:00";46.0;"Balanced";44.0;"Normal";54.0;"Mixed";"Organised";32.0;"Safe";42.0;"Normal";42.0;"Normal";"Organised";43.0;"Medium";39.0;"Press";50.0;"Normal";"Cover"
868.0;1891.0;10214.0;"2010-02-22 00:00:00";45.0;"Balanced";49.0;"Little";30.0;"Short";"Organised";60.0;"Normal";55.0;"Normal";50.0;"Normal";"Organised";30.0;"Deep";30.0;"Contain";30.0;"Narrow";"Offside Trap"
869.0;1891.0;10214.0;"2011-02-22 00:00:00";47.0;"Balanced";49.0;"Little";30.0;"Short";"Organised";60.0;"Normal";55.0;"Normal";50.0;"Normal";"Organised";35.0;"Medium";55.0;"Press";48.0;"Normal";"Cover"
870.0;1891.0;10214.0;"2012-02-22 00:00:00";41.0;"Balanced";49.0;"Little";43.0;"Mixed";"Organised";53.0;"Normal";59.0;"Normal";53.0;"Normal";"Organised";49.0;"Medium";50.0;"Press";57.0;"Normal";"Cover"
871.0;1891.0;10214.0;"2013-09-20 00:00:00";41.0;"Balanced";49.0;"Little";43.0;"Mixed";"Organised";53.0;"Normal";59.0;"Normal";53.0;"Normal";"Organised";49.0;"Medium";50.0;"Press";57.0;"Normal";"Cover"
872.0;1891.0;10214.0;"2014-09-19 00:00:00";41.0;"Balanced";59.0;"Normal";43.0;"Mixed";"Organised";53.0;"Normal";44.0;"Normal";53.0;"Normal";"Organised";42.0;"Medium";42.0;"Press";57.0;"Normal";"Cover"
874.0;1823.0;8481.0;"2010-02-22 00:00:00";65.0;"Balanced";49.0;"Little";40.0;"Mixed";"Organised";60.0;"Normal";70.0;"Lots";30.0;"Little";"Organised";70.0;"High";70.0;"Double";70.0;"Wide";"Cover"
875.0;1823.0;8481.0;"2011-02-22 00:00:00";35.0;"Balanced";49.0;"Little";35.0;"Mixed";"Organised";35.0;"Normal";65.0;"Normal";35.0;"Normal";"Organised";35.0;"Medium";55.0;"Press";50.0;"Normal";"Cover"
876.0;1823.0;8481.0;"2012-02-22 00:00:00";49.0;"Balanced";49.0;"Little";49.0;"Mixed";"Organised";52.0;"Normal";53.0;"Normal";67.0;"Lots";"Organised";43.0;"Medium";46.0;"Press";50.0;"Normal";"Cover"
877.0;1823.0;8481.0;"2013-09-20 00:00:00";49.0;"Balanced";49.0;"Little";49.0;"Mixed";"Organised";52.0;"Normal";53.0;"Normal";67.0;"Lots";"Organised";43.0;"Medium";46.0;"Press";50.0;"Normal";"Cover"
878.0;1823.0;8481.0;"2014-09-19 00:00:00";49.0;"Balanced";48.0;"Normal";49.0;"Mixed";"Organised";52.0;"Normal";53.0;"Normal";67.0;"Lots";"Organised";43.0;"Medium";46.0;"Press";50.0;"Normal";"Cover"
880.0;71.0;9830.0;"2010-02-22 00:00:00";55.0;"Balanced";49.0;"Little";35.0;"Mixed";"Organised";60.0;"Normal";65.0;"Normal";35.0;"Normal";"Organised";30.0;"Deep";45.0;"Press";30.0;"Narrow";"Cover"
881.0;71.0;9830.0;"2011-02-22 00:00:00";50.0;"Balanced";49.0;"Little";50.0;"Mixed";"Organised";35.0;"Normal";50.0;"Normal";35.0;"Normal";"Organised";45.0;"Medium";55.0;"Press";50.0;"Normal";"Cover"
882.0;71.0;9830.0;"2012-02-22 00:00:00";46.0;"Balanced";49.0;"Little";51.0;"Mixed";"Organised";52.0;"Normal";34.0;"Normal";49.0;"Normal";"Organised";47.0;"Medium";43.0;"Press";50.0;"Normal";"Cover"
883.0;71.0;9830.0;"2013-09-20 00:00:00";46.0;"Balanced";49.0;"Little";51.0;"Mixed";"Organised";52.0;"Normal";44.0;"Normal";49.0;"Normal";"Organised";47.0;"Medium";51.0;"Press";54.0;"Normal";"Cover"
884.0;71.0;9830.0;"2014-09-19 00:00:00";63.0;"Balanced";53.0;"Normal";48.0;"Mixed";"Organised";52.0;"Normal";55.0;"Normal";49.0;"Normal";"Organised";47.0;"Medium";51.0;"Press";54.0;"Normal";"Cover"
886.0;100737.0;9809.0;"2010-02-22 00:00:00";30.0;"Slow";49.0;"Little";30.0;"Short";"Organised";45.0;"Normal";50.0;"Normal";70.0;"Lots";"Organised";30.0;"Deep";30.0;"Contain";30.0;"Narrow";"Cover"
887.0;100737.0;9809.0;"2011-02-22 00:00:00";50.0;"Balanced";49.0;"Little";65.0;"Mixed";"Organised";35.0;"Normal";50.0;"Normal";50.0;"Normal";"Organised";45.0;"Medium";41.0;"Press";35.0;"Normal";"Offside Trap"
888.0;1910.0;8464.0;"2010-02-22 00:00:00";32.0;"Slow";49.0;"Little";30.0;"Short";"Organised";35.0;"Normal";40.0;"Normal";60.0;"Normal";"Organised";30.0;"Deep";30.0;"Contain";30.0;"Narrow";"Cover"
889.0;1910.0;8464.0;"2011-02-22 00:00:00";47.0;"Balanced";49.0;"Little";46.0;"Mixed";"Free Form";48.0;"Normal";78.0;"Lots";32.0;"Little";"Organised";33.0;"Deep";54.0;"Press";31.0;"Narrow";"Cover"
890.0;1910.0;8464.0;"2012-02-22 00:00:00";46.0;"Balanced";49.0;"Little";38.0;"Mixed";"Organised";39.0;"Normal";55.0;"Normal";50.0;"Normal";"Organised";45.0;"Medium";48.0;"Press";53.0;"Normal";"Cover"
891.0;1910.0;8464.0;"2013-09-20 00:00:00";46.0;"Balanced";49.0;"Little";41.0;"Mixed";"Organised";52.0;"Normal";37.0;"Normal";57.0;"Normal";"Organised";45.0;"Medium";48.0;"Press";53.0;"Normal";"Cover"
892.0;1910.0;8464.0;"2014-09-19 00:00:00";49.0;"Balanced";42.0;"Normal";59.0;"Mixed";"Organised";52.0;"Normal";49.0;"Normal";55.0;"Normal";"Organised";40.0;"Medium";48.0;"Press";53.0;"Normal";"Cover"
893.0;13.0;10261.0;"2010-02-22 00:00:00";70.0;"Fast";49.0;"Little";60.0;"Mixed";"Organised";65.0;"Normal";70.0;"Lots";60.0;"Normal";"Organised";45.0;"Medium";65.0;"Press";45.0;"Normal";"Cover"
894.0;13.0;10261.0;"2011-02-22 00:00:00";55.0;"Balanced";49.0;"Little";50.0;"Mixed";"Organised";60.0;"Normal";50.0;"Normal";60.0;"Normal";"Organised";45.0;"Medium";45.0;"Press";50.0;"Normal";"Cover"
895.0;13.0;10261.0;"2012-02-22 00:00:00";54.0;"Balanced";49.0;"Little";54.0;"Mixed";"Organised";54.0;"Normal";68.0;"Lots";48.0;"Normal";"Organised";52.0;"Medium";48.0;"Press";42.0;"Normal";"Cover"
896.0;13.0;10261.0;"2013-09-20 00:00:00";58.0;"Balanced";49.0;"Little";72.0;"Long";"Organised";48.0;"Normal";51.0;"Normal";46.0;"Normal";"Organised";41.0;"Medium";39.0;"Press";51.0;"Normal";"Cover"
897.0;13.0;10261.0;"2014-09-19 00:00:00";54.0;"Balanced";33.0;"Little";47.0;"Mixed";"Organised";47.0;"Normal";51.0;"Normal";39.0;"Normal";"Organised";56.0;"Medium";54.0;"Press";51.0;"Normal";"Cover"
899.0;72.0;9831.0;"2010-02-22 00:00:00";70.0;"Fast";49.0;"Little";70.0;"Long";"Organised";60.0;"Normal";30.0;"Little";65.0;"Normal";"Organised";70.0;"High";70.0;"Double";70.0;"Wide";"Cover"
900.0;72.0;9831.0;"2011-02-22 00:00:00";50.0;"Balanced";49.0;"Little";50.0;"Mixed";"Organised";50.0;"Normal";50.0;"Normal";65.0;"Normal";"Organised";45.0;"Medium";45.0;"Press";35.0;"Normal";"Cover"
901.0;72.0;9831.0;"2012-02-22 00:00:00";48.0;"Balanced";49.0;"Little";66.0;"Mixed";"Organised";49.0;"Normal";51.0;"Normal";34.0;"Normal";"Organised";26.0;"Deep";47.0;"Press";64.0;"Normal";"Cover"
902.0;72.0;9831.0;"2013-09-20 00:00:00";48.0;"Balanced";49.0;"Little";66.0;"Mixed";"Organised";49.0;"Normal";66.0;"Normal";34.0;"Normal";"Organised";56.0;"Medium";47.0;"Press";64.0;"Normal";"Cover"
903.0;72.0;9831.0;"2014-09-19 00:00:00";48.0;"Balanced";61.0;"Normal";66.0;"Mixed";"Organised";49.0;"Normal";66.0;"Normal";34.0;"Normal";"Organised";56.0;"Medium";47.0;"Press";64.0;"Normal";"Cover"
905.0;1792.0;9850.0;"2010-02-22 00:00:00";65.0;"Balanced";49.0;"Little";70.0;"Long";"Organised";70.0;"Risky";70.0;"Lots";55.0;"Normal";"Organised";60.0;"Medium";70.0;"Double";70.0;"Wide";"Cover"
906.0;1792.0;9850.0;"2011-02-22 00:00:00";49.0;"Balanced";49.0;"Little";52.0;"Mixed";"Organised";48.0;"Normal";64.0;"Normal";66.0;"Normal";"Organised";34.0;"Medium";54.0;"Press";48.0;"Normal";"Cover"
907.0;1792.0;9850.0;"2012-02-22 00:00:00";63.0;"Balanced";49.0;"Little";61.0;"Mixed";"Organised";42.0;"Normal";76.0;"Lots";62.0;"Normal";"Organised";40.0;"Medium";50.0;"Press";42.0;"Normal";"Cover"
908.0;1792.0;9850.0;"2013-09-20 00:00:00";70.0;"Fast";49.0;"Little";70.0;"Long";"Organised";56.0;"Normal";67.0;"Lots";48.0;"Normal";"Organised";40.0;"Medium";43.0;"Press";53.0;"Normal";"Cover"
909.0;1792.0;9850.0;"2014-09-19 00:00:00";45.0;"Balanced";28.0;"Little";64.0;"Mixed";"Organised";55.0;"Normal";67.0;"Lots";42.0;"Normal";"Organised";40.0;"Medium";43.0;"Press";51.0;"Normal";"Cover"
911.0;112225.0;6269.0;"2011-02-22 00:00:00";53.0;"Balanced";49.0;"Little";35.0;"Mixed";"Organised";50.0;"Normal";64.0;"Normal";49.0;"Normal";"Organised";60.0;"Medium";51.0;"Press";40.0;"Normal";"Offside Trap"
912.0;112225.0;6269.0;"2012-02-22 00:00:00";55.0;"Balanced";49.0;"Little";50.0;"Mixed";"Organised";50.0;"Normal";50.0;"Normal";50.0;"Normal";"Organised";35.0;"Medium";45.0;"Press";50.0;"Normal";"Cover"
913.0;112225.0;6269.0;"2013-09-20 00:00:00";66.0;"Balanced";49.0;"Little";62.0;"Mixed";"Organised";56.0;"Normal";55.0;"Normal";61.0;"Normal";"Organised";36.0;"Medium";49.0;"Press";62.0;"Normal";"Cover"
914.0;112225.0;6269.0;"2014-09-19 00:00:00";66.0;"Balanced";57.0;"Normal";56.0;"Mixed";"Organised";56.0;"Normal";55.0;"Normal";57.0;"Normal";"Organised";36.0;"Medium";49.0;"Press";53.0;"Normal";"Cover"
915.0;171.0;8165.0;"2010-02-22 00:00:00";45.0;"Balanced";49.0;"Little";50.0;"Mixed";"Organised";40.0;"Normal";70.0;"Lots";70.0;"Lots";"Organised";55.0;"Medium";55.0;"Press";40.0;"Normal";"Cover"
916.0;171.0;8165.0;"2011-02-22 00:00:00";45.0;"Balanced";49.0;"Little";50.0;"Mixed";"Organised";47.0;"Normal";45.0;"Normal";56.0;"Normal";"Organised";55.0;"Medium";61.0;"Press";46.0;"Normal";"Cover"
917.0;171.0;8165.0;"2012-02-22 00:00:00";44.0;"Balanced";49.0;"Little";49.0;"Mixed";"Organised";51.0;"Normal";49.0;"Normal";48.0;"Normal";"Organised";30.0;"Deep";40.0;"Press";43.0;"Normal";"Cover"
918.0;171.0;8165.0;"2013-09-20 00:00:00";46.0;"Balanced";49.0;"Little";49.0;"Mixed";"Organised";56.0;"Normal";54.0;"Normal";67.0;"Lots";"Organised";39.0;"Medium";57.0;"Press";44.0;"Normal";"Cover"
919.0;171.0;8165.0;"2014-09-19 00:00:00";46.0;"Balanced";62.0;"Normal";38.0;"Mixed";"Organised";58.0;"Normal";48.0;"Normal";55.0;"Normal";"Organised";51.0;"Medium";50.0;"Press";47.0;"Normal";"Cover"
921.0;477.0;8388.0;"2010-02-22 00:00:00";55.0;"Balanced";49.0;"Little";40.0;"Mixed";"Organised";50.0;"Normal";55.0;"Normal";55.0;"Normal";"Organised";30.0;"Deep";55.0;"Press";55.0;"Normal";"Offside Trap"
